Sample ID	Gene Name	Ensembl ID	Gene Symbol
P07791769A0826	TATA box-binding protein	['9606.ENSP00000230354']	[]
P07791769A0826	TFIIB	['9606.ENSP00000359531']	[]
P07791776T0000	fus1	['9606.ENSP00000232496', '9606.ENSP00000254108']	[]
P07791783A0000	SRY	['9606.ENSP00000372547']	[]
P07795576A0126	renin	['9606.ENSP00000272190']	[]
P07796935A0284	c-erbA alpha	['9606.ENSP00000264637']	[]
P07796935A0284	hPPAR	['9606.ENSP00000385523']	[]
P07796935A0284	DR   4	['9606.ENSP00000221132']	[]
P07797077A0842	ISGF3 gamma	['9606.ENSP00000380073']	[]
P07797077A0842	IRF-2	['9606.ENSP00000377218']	[]
P07797077A0842	IRF-1	['9606.ENSP00000245414']	[]
P07797077A0842	Pip	['9606.ENSP00000291009', '9606.ENSP00000446828']	[]
P07797077A0842	ICSBP	['9606.ENSP00000268638']	[]
P07797476A1001	RAP74	['9606.ENSP00000377969']	[]
P07797583A0222	DREF	['7227.FBpp0079485', '9606.ENSP00000370621']	[]
P07797583A0222	PCNA	['7227.FBpp0085619', '9606.ENSP00000368458']	[]
P07798134T0000	hsp70	['9606.ENSP00000302961']	[]
P07798271A0330	Ets-1	['9606.ENSP00000376436']	[]
P07799437A0656	Myc	['9606.ENSP00000478887']	[]
P07799925A0526	p62	['9606.ENSP00000265963', '9606.ENSP00000313829', '9606.ENSP00000374455', '9606.ENSP00000471191', '9606.ENSP00000414906']	[]
P07799925A0526	p59fyn	['9606.ENSP00000346671']	[]
P07799931A1232	c-Maf	['9606.ENSP00000327048']	[]
P07799931A1232	Nrl	['9606.ENSP00000454062']	[]
P07799931A1232	Maf	['9606.ENSP00000327048']	[]
P07799948A0777	Src	['9606.ENSP00000362680']	[]
P07799948A0777	Raf-1	['9606.ENSP00000401888', '9606.ENSP00000302324']	[]
P07799950A0282	CREB	['9606.ENSP00000387699']	[]
P07799950A0282	somatostatin	['9606.ENSP00000287641']	[]
P07800479A0201	NSR1	['9606.ENSP00000485276', '9606.ENSP00000318195']	[]
P07800505T0000	cytosolic phospholipase A2	['9606.ENSP00000356436', '9606.ENSP00000371886', '9606.ENSP00000396045', '9606.ENSP00000472546', '9606.ENSP00000290472', '9606.ENSP00000380442', '9606.ENSP00000382434']	[]
P07802655T0000	YY1	['9606.ENSP00000262238']	[]
P07802655T0000	zinc-finger protein	['9606.ENSP00000227322']	[]
P07806507A0121	CD3 zeta	['9606.ENSP00000354782']	[]
P07809128T0000	E2F1	['9606.ENSP00000345571']	[]
P07809410A0606	thyroglobulin	['9606.ENSP00000220616']	[]
P07811964A1252	EmBP	['9606.ENSP00000312134']	[]
P07813466A0074	hsc70	['10090.ENSMUSP00000015800', '9606.ENSP00000437125', '10116.ENSRNOP00000042159', '10116.ENSRNOP00000058593']	[]
P07814388A0662	IGF II	['9606.ENSP00000391826']	[]
P07815811A1487b	endothelin-1	['9606.ENSP00000368683']	[]
P07816617A0763	HAC1	['9606.ENSP00000251287', '9606.ENSP00000433102', '9606.ENSP00000297323', '9606.LINC01587']	[]
P07816619A0872	Dr1	['9606.ENSP00000359295', '3702.P49592']	[]
P07816619A0872	Dr1-like protein	['3702.Q944I5']	[]
P07821790A1084	UCRBP	['9606.ENSP00000262238']	[]
P07823919A1422	Oct-3	['9606.ENSP00000259915', '9606.ENSP00000275300']	[]
P07823919A1422	ARP-1	['9606.ENSP00000358921', '9606.ENSP00000483486', '9606.ENSP00000495061', '9606.ENSP00000377721', '9606.ENSP00000234816', '9606.ENSP00000244669']	[]
P07823919A1422	COUP-TFI	['9606.ENSP00000325819']	[]
P07823919A1422	EAR-3	['9606.ENSP00000325819']	[]
P07823919A1422	RAR	['9606.ENSP00000254066', '9606.ENSP00000461785']	[]
P07823919A1422	COUP-TFII	['9606.ENSP00000377721']	[]
P07823951A1100	EKLF	['9606.ENSP00000264834']	[]
P07823953A0777	I kappa B alpha	['9606.ENSP00000216797']	[]
P07828584A0681	c-Fos	['9606.ENSP00000306245']	[]
P07829102T0000	Nramp	['10090.ENSMUSP00000027368', '9606.ENSP00000233202']	[]
P07835088A0238	3 beta-HSD	['9606.ENSP00000358421']	[]
P07835088A0238	HSD3B1	['9606.ENSP00000358421']	[]
P07835088A0238	HSD3B2	['9606.ENSP00000445122']	[]
P07835273A0000	insulin receptor	['9606.ENSP00000303830']	[]
P07835273A0000	Insulin	['9606.ENSP00000380432']	[]
P07835273A0411	EGFR	['9606.ENSP00000275493']	[]
P07835710T0000	I kappa B alpha	['9606.ENSP00000216797']	[]
P07835886A0894	corticosteroid-binding globulin	['9606.ENSP00000342850']	[]
P07835886A0894	alpha 1-antitrypsin	['9606.ENSP00000416066']	[]
P07835886A0894	protein C inhibitor	['9606.ENSP00000333203']	[]
P07835886A0894	alpha 1-antichymotrypsin	['9606.ENSP00000450540']	[]
P07835886A0894	kallistatin	['9606.ENSP00000451172']	[]
P07836218A0128	beta-endorphin	['9606.ENSP00000384092']	[]
P07836406A0884	cdc2	['9606.ENSP00000378699', '9606.ENSP00000472445']	[]
P07836471A0375	hNUC	['9606.ENSP00000434614']	[]
P07838156A0789	ROR	['9606.LINC-ROR']	[]
P07840643A1006	glycosylasparaginase	['9606.ENSP00000264595']	[]
P07841663A0685	Superoxide dismutase	['9606.ENSP00000442920']	[]
P07844142A0640	SR beta	['9606.ENSP00000418401']	[]
P07844142A0640	SRP54	['9606.ENSP00000451818']	[]
P07844142A0640	GTPase	['9606.ENSP00000359859', '9606.ENSP00000254928']	[]
P07844201T0000	albumin	['9606.ENSP00000295897']	[]
P07844555A0406	pim-1	['9606.ENSP00000362608', '10090.ENSMUSP00000024811', '9606.ENSP00000353826']	[]
P07845672A0368	blk	['10090.ENSMUSP00000014597', '9606.ENSP00000259089', '10090.ENSMUSP00000155083']	[]
P07852400A0519	Rac1	['9606.ENSP00000348461', '9606.ENSP00000381057']	[]
P07852400A0519	Rho	['9606.ENSP00000296271', '9606.ENSP00000308576']	[]
P07852400A0519	Rho GDI	['9606.ENSP00000463939']	[]
P07852400A0519	Rac2	['9606.ENSP00000249071']	[]
P07852400A0519	RhoA	['9606.ENSP00000400175']	[]
P07853524A1944	CREB	['9606.ENSP00000387699']	[]
P07853524A1944	GST	['9606.ENSP00000421339']	[]
P07854324A0281	wee1	['9606.ENSP00000402084']	[]
P07854324A0742	wee1	['9606.ENSP00000402084']	[]
P07856102A1616	M protein	['9606.ENSP00000262113']	[]
P07859301A0325	myc	['9606.ENSP00000478887']	[]
P07859739T0000	p16INK4	['9606.ENSP00000418915']	[]
P07859739T0000	MTS1	['9606.ENSP00000418915', '9606.ENSP00000357704']	[]
P07859777A0000	serum albumin	['9606.ENSP00000295897']	[]
P07860208A0000	interleukin-1 beta	['9606.ENSP00000263341']	[]
P07860208A0000	IL-1	['9606.ENSP00000263341', '9606.ENSP00000263339']	[]
P07860646A1363	FGF-2	['9606.ENSP00000264498', '9606.ENSP00000396198']	[]
P07862092A0302	sdp1	['9606.ENSP00000363103', '9606.ENSP00000376024']	[]
P07862129A1391	HNF-3 alpha	['9606.ENSP00000250448']	[]
P07862129A1391	TTR	['9606.ENSP00000237014']	[]
P07862141A1412	RFX1	['9606.ENSP00000254325']	[]
P07862150A0429	TGF-beta	['9606.ENSP00000221930']	[]
P07862154A0340	RAF1	['9606.ENSP00000401888', '9606.ENSP00000302324']	[]
P07862168A0000	interleukin 2 receptor alpha	['9606.ENSP00000369293']	[]
P07862168A0000	IL-2R	['9606.ENSP00000369293']	[]
P07862533A0000	WT1	['9606.ENSP00000368370']	[]
P07862533A0000	early growth response-1	['9606.ENSP00000239938']	[]
P07862533A0000	EGR-1	['9606.ENSP00000239938']	[]
P07863047A0229	ACE	['9606.ENSP00000290866']	[]
P07865129A0293	TBP	['9606.ENSP00000230354']	[]
P07865787A1086	histone H3	['9606.ENSP00000333277', '9606.ENSP00000355657', '9606.ENSP00000254810', '9606.ENSP00000499501', '9606.ENSP00000339835', '9606.ENSP00000352252']	[]
P07865876A1292	DRTF1	['9606.ENSP00000364519']	[]
P07865888A1309	PBP74	['9606.ENSP00000297185']	[]
P07865917A0191	ACE	['9606.ENSP00000290866']	[]
P07867622X0000	GTPase-activating protein	['9606.ENSP00000274376']	[]
P07867622X0000	chimaerin	['9606.ENSP00000222792', '9606.ENSP00000386741']	[]
P07871891A0227	ribosomal protein S13	['9606.ENSP00000435777']	[]
P07872673A0332	c-fos	['9606.ENSP00000306245']	[]
P07874060A0810	xanthine oxidase	['9606.ENSP00000368727']	[]
P07875595A0910	PITSLRE	['9606.ENSP00000367900']	[]
P07876134A0348	AFAP-110	['9606.ENSP00000410689']	[]
P07876191A0808	ADH	['9606.ENSP00000369647']	[]
P07876194T0000	epidermal growth factor	['9606.ENSP00000265171']	[]
P07876300A0994	p97	['9606.ENSP00000310129', '9606.ENSP00000433664', '9606.ENSP00000321706', '9606.ENSP00000351777', '9606.ENSP00000283882']	[]
P07877619A1284	zif268	['9606.ENSP00000239938']	[]
P07878029A0721	CBF-A	['9606.ENSP00000345702', '9606.ENSP00000361626', '9606.ENSP00000240055']	[]
P07878029A0721	CBF-B	['9606.ENSP00000415151', '9606.ENSP00000345702', '9606.ENSP00000240055']	[]
P07878029A0721	CBF-C	['9606.ENSP00000312617']	[]
P07880442A0236	PKC beta	['9606.ENSP00000496129']	[]
P07883167A0157	UPF3	['9606.ENSP00000364448']	[]
P07883167A0157	UPF1	['9606.ENSP00000470142']	[]
P07883168A0090	UPF1	['9606.ENSP00000470142']	[]
P07883193A0000	fru	['9606.ENSP00000407545']	[]
P07885999A0000	tyrosinase	['9606.ENSP00000263321', '10090.ENSMUSP00000004770']	[]
P07887226A0858	transferrin receptor	['9606.ENSP00000376197']	[]
P07888306A1659	PDE	['9606.ENSP00000387123']	[]
P07888306A1659	CaM	['9606.ENSP00000291295', '9606.ENSP00000378015', '9606.ENSP00000367755']	[]
P07888623A0721	ATMPK1	['3702.Q39021']	[]
P07888623A0721	NTF3	['9606.ENSP00000397297']	[]
P07890599A0132	n-Sec1	['10090.ENSMUSP00000089051', '9606.ENSP00000362399']	[]
P07890599A0132	rbSec1	['10090.ENSMUSP00000089051', '9606.ENSP00000362399']	[]
P07890599A0132	unc18	['6239.F27D9.1a.1', '9606.ENSP00000362399']	[]
P07890599A0132	Sec1p	['10090.ENSMUSP00000045229', '4932.YDR164C']	[]
P07890674A0916	E-cadherin	['9606.ENSP00000261769']	[]
P07890740A0997	PSD2	['9606.ENSP00000274710']	[]
P07891685A1051	Cat4p	['9606.ENSP00000372390']	[]
P07891685A1051	Mig1p	['9606.ENSP00000238497']	[]
P07891708A0690	Epo	['9606.ENSP00000252723', '9606.ENSP00000218388', '9606.ENSP00000225371']	[]
P07891708A0690	HNF-4	['9606.ENSP00000312987']	[]
P07891708A1192	HNF-4	['9606.ENSP00000312987']	[]
P07891708A1192	Epo	['9606.ENSP00000252723', '9606.ENSP00000218388', '9606.ENSP00000225371']	[]
P07891713T0000	Maf	['9606.ENSP00000327048']	[]
P07891713T0000	Fos	['9606.ENSP00000306245']	[]
P07891713T0000	NF-E2	['9606.ENSP00000439120']	[]
P07896088A0720	RAP1	['9606.ENSP00000370208', '9606.ENSP00000300086', '9606.ENSP00000358723']	[]
P07896088A0720	RIF1	['9606.ENSP00000243326', '9606.ENSP00000358778', '9606.ENSP00000371054']	[]
P07896088A0720	rap1	['9606.ENSP00000370208', '9606.ENSP00000300086', '9606.ENSP00000358723']	[]
P07896852T0000	apolipoprotein AI	['9606.ENSP00000236850']	[]
P07896852T0000	Egr-1	['9606.ENSP00000239938']	[]
P07897696A0000	ALAD	['9606.ENSP00000386284']	[]
P07897696A0000	delta-aminolevulinic acid dehydratase	['9606.ENSP00000386284']	[]
P07899581A0000	superoxide dismutase	['9606.ENSP00000442920']	[]
P07902532A0312	thymidine kinase	['9606.ENSP00000299697']	[]
P07902583A0545	Swi5	['9606.ENSP00000316609']	[]
P07907846A0623	cholinesterase	['9606.ENSP00000264381']	[]
P07908827A1200	RAR beta	['9606.ENSP00000332296']	[]
P07908827A1200	RARs	['9606.ENSP00000231572']	[]
P07908827A1200	RAR	['9606.ENSP00000254066', '9606.ENSP00000461785']	[]
P07910946A0323	IL-2	['9606.ENSP00000226730']	[]
P07914192A0211	HER2	['9606.ENSP00000269571']	[]
P07914192A0844	HER2	['9606.ENSP00000269571']	[]
P07914700A0000	PKR	['10090.ENSMUSP00000024884', '9606.ENSP00000233057']	[]
P07914700A0000	eIF-2 alpha	['10090.ENSMUSP00000024884', '9606.ENSP00000256383', '10090.ENSMUSP00000071214']	[]
P07916326A0000	Msx-1	['10090.ENSMUSP00000058354', '9606.ENSP00000372170']	[]
P07916689A1407	LEU2	['9606.ENSP00000386559', '9606.DLEU2']	[]
P07917540A0000	interferon-alpha 2b	['9606.ENSP00000369554']	[]
P07918097T0000	epidermal growth factor	['9606.ENSP00000265171', '10090.ENSMUSP00000029653']	[]
P07918097T0000	Notch 3	['9606.ENSP00000263388', '10090.ENSMUSP00000085016']	[]
P07918494A1163	thioredoxin	['9606.ENSP00000363641']	[]
P07919540A0240	p64	['9606.ENSP00000363318', '9606.ENSP00000388940']	[]
P07919540A0240	c-myc	['9606.ENSP00000478887']	[]
P07919540A1119	c-Myc	['9606.ENSP00000478887']	[]
P07919540A1119	Myc	['9606.ENSP00000478887']	[]
P07925097A1205	AR	['9606.ENSP00000363822', '9606.ENSP00000285930', '9606.ENSP00000416515', '9606.ENSP00000379097']	[]
P07926748A0383	not1	['9606.ENSP00000320949']	[]
P07926748A0383	NOT3	['9606.ENSP00000351159']	[]
P07926748A0383	NOT1	['9606.ENSP00000320949']	[]
P07926748A0383	NOT4	['9606.ENSP00000445508']	[]
P07926749A0471	ROR	['9606.LINC-ROR']	[]
P07929431A0949	INS	['9606.ENSP00000380432']	[]
P07933066T0000	DP-1	['9606.ENSP00000303424', '9606.ENSP00000364519', '9606.ENSP00000368959']	[]
P07933066T0000	E2F-1	['9606.ENSP00000345571']	[]
P07933095A0000	transcription factor Sp1	['9606.ENSP00000329357', '9031.ENSGALP00000051805']	[]
P07933095A0000	Rel	['9606.ENSP00000295025', '9031.ENSGALP00000039504']	[]
P07933107A0991	p54	['9606.ENSP00000444810', '9606.ENSP00000376436', '9606.ENSP00000359988', '9606.ENSP00000276079', '9606.ENSP00000478754', '9606.ENSP00000490935']	[]
P07933116A0412	p55	['9606.ENSP00000360782', '9606.ENSP00000262741', '9606.ENSP00000358547', '9606.ENSP00000371798', '9606.ENSP00000414150', '9606.ENSP00000442563', '9606.ENSP00000369293', '9606.ENSP00000162749', '9606.ENSP00000327801', '9606.ENSP00000306245', '9606.ENSP00000348442']	[]
P07935370A0000	CD4	['9606.ENSP00000011653']	[]
P07935370A0000	CD8	['9606.ENSP00000386559']	[]
P07935375A1197	PGS2	['9606.ENSP00000052754', '9606.ENSP00000464780']	[]
P07935375A1197	src	['9606.ENSP00000362680']	[]
P07935415T0000	diazepam-binding inhibitor	['9606.ENSP00000486361']	[]
P07935418A0447	RLD-1	['9606.ENSP00000477707']	[]
P07935418A0447	erbA	['9606.ENSP00000264637']	[]
P07935426A0714	TdT	['9606.ENSP00000360216']	[]
P07935447A0972	MLC-2v	['9606.ENSP00000228841']	[]
P07935447A0972	PRE B	['9606.ENSP00000260643']	[]
P07935451T0000	c-rel	['9606.ENSP00000295025']	[]
P07935451T0000	p65	['9606.ENSP00000341292', '9606.ENSP00000384273', '9606.ENSP00000261205', '9606.ENSP00000313869']	[]
P07935451T0000	RelA	['9606.ENSP00000384273']	[]
P07935451T0000	I kappa B alpha	['9606.ENSP00000216797']	[]
P07935451T0000	Rel	['9606.ENSP00000295025']	[]
P07935468T0000	epidermal growth factor receptor	['9606.ENSP00000275493']	[]
P07935468T0000	c-fos	['9606.ENSP00000306245']	[]
P07935471A0613	hHSF1	['9606.ENSP00000431512']	[]
P07935472A0276	Ets-1	['10090.ENSMUSP00000034534', '9606.ENSP00000376436']	[]
P07935472A0790	Ets-1	['9606.ENSP00000376436']	[]
P07935491A1182	X receptor	['9606.ENSP00000356562']	[]
P07936635A1134	MO15	['9606.ENSP00000256443']	[]
P07936640A0900	TGF alpha	['9606.ENSP00000404131', '10116.ENSRNOP00000054248']	[]
P07936650A0656	Ets-2	['9606.ENSP00000353344']	[]
P07936650A0656	Ets-1	['9606.ENSP00000376436']	[]
P07936650A0656	ets-2	['9606.ENSP00000353344']	[]
P07936650A1752	ets-2	['9606.ENSP00000353344']	[]
P07936650A1752	ets-1	['9606.ENSP00000376436']	[]
P07937106A0100	ets-1	['9606.ENSP00000376436']	[]
P07937106A0100	c-ets-1	['9606.ENSP00000376436']	[]
P07937132A0819	28S rRNA	['9606.28S_rRNA']	[]
P07937132A0819	U21	['9606.SNORD21']	[]
P07937656A0182	serum albumin	['9606.ENSP00000295897']	[]
P07937656A0182	NSE	['9606.ENSP00000437402']	[]
P07937841A0790	Cip1	['9606.ENSP00000275730', '9606.ENSP00000384849']	[]
P07937841A0790	myb	['9606.ENSP00000339992']	[]
P07937841A0790	Waf1	['9606.ENSP00000384849']	[]
P07937841A0790	p53	['9606.ENSP00000269305']	[]
P07937954A0612	Raf	['9606.ENSP00000314709', '9606.ENSP00000401888']	[]
P07937965T0000	c-myc	['10090.ENSMUSP00000022971', '9606.ENSP00000478887']	[]
P07941750A0344	hydantoinase	['9606.ENSP00000276651']	[]
P07945330A0103	Rex-1	['9606.ENSP00000317686', '9606.ENSP00000170168']	[]
P07945937A0358	Egr1	['10090.ENSMUSP00000069616', '9606.ENSP00000239938', '7955.ENSDARP00000054459', '10116.ENSRNOP00000026303']	[]
P07945937A0358	egr1	['10090.ENSMUSP00000069616', '9606.ENSP00000239938', '7955.ENSDARP00000054459', '10116.ENSRNOP00000026303']	[]
P07949164A0799	IL-6	['9606.ENSP00000385675']	[]
P07951410A0647	cyclin A	['9606.ENSP00000481380', '9606.ENSP00000255465']	[]
P07951410A0647	DP-1	['9606.ENSP00000303424', '9606.ENSP00000364519', '9606.ENSP00000368959']	[]
P07951410A0647	E2F-1	['9606.ENSP00000345571']	[]
P07954891T0000	ERV1	['4932.YGR029W', '9606.ENSP00000248114']	[]
P07957106A0471	GST	['9606.ENSP00000421339']	[]
P07957559A1557	p70	['9606.ENSP00000284273', '9606.ENSP00000346550']	[]
P07958446A0000	HNF-3	['9606.ENSP00000342307']	[]
P07958898A1050	NTF	['9606.ENSP00000398698', '9606.ENSP00000289248']	[]
P07958898A1050	Sp1	['9606.ENSP00000329357', '9606.ENSP00000308970', '9606.ENSP00000323155']	[]
P07958915A1507	calmodulin	['9606.ENSP00000419081', '9606.ENSP00000315299', '9606.ENSP00000304643', '9606.ENSP00000369689', '9606.ENSP00000291295']	[]
P07958920A1157	SNM1	['9606.ENSP00000355185']	[]
P07959011A0379a	ADH	['9606.ENSP00000369647', '10116.ENSRNOP00000028833']	[]
P07959011A0379b	ADH	['9606.ENSP00000369647', '10116.ENSRNOP00000028833']	[]
P07959734A0194	glycoprotein Gp135	['9606.ENSP00000447006']	[]
P07959760A0763	Fli-1	['9606.ENSP00000433488', '9606.ENSP00000324573']	[]
P07959760A0763	c-ets 1	['9606.ENSP00000376436']	[]
P07959953A0423	IFI16	['9606.ENSP00000357113']	[]
P07961957A1565	TEF-1	['9606.ENSP00000435233', '9606.ENSP00000343535']	[]
P07961957A1565	alpha-MHC	['9606.ENSP00000386041']	[]
P07963540A0795	c-Rel	['9606.ENSP00000295025']	[]
P07963540A0795	RelA	['9606.ENSP00000384273']	[]
P07963540A0795	I-kappa B alpha	['9606.ENSP00000216797']	[]
P07964458A0179	Nramp	['9606.ENSP00000233202']	[]
P07969116A0196	Nur77	['9606.ENSP00000440864']	[]
P07969132A0268	gcn2	['9606.ENSP00000263791']	[]
P07969135A0913	Cln2	['9606.ENSP00000299427']	[]
P07969152A0721	hsp70	['9606.ENSP00000302961']	[]
P07969152A0721	CUP1	['4932.YHR053C', '4932.YHR055C']	[]
P07969181A0313	CKB	['9606.ENSP00000299198', '9606.ENSP00000384400']	[]
P07972012A0956	ANP	['9606.ENSP00000365663', '10116.ENSRNOP00000011005']	[]
P07972237A0665	N-myc	['9606.ENSP00000281043']	[]
P07972831A0563	PAI-1	['9606.ENSP00000223095']	[]
P07977648A0880	TP53	['9606.ENSP00000269305']	[]
P07980440A0138	insulin	['10116.ENSRNOP00000016052', '9606.ENSP00000380432', '10116.ENSRNOP00000027656']	[]
P07980440A0138	PEPCK	['9606.ENSP00000216780', '10116.ENSRNOP00000030913']	[]
P07980669A0373	NPY	['9606.ENSP00000384364']	[]
P07980669A0373	AVP	['9606.ENSP00000369647', '9606.ENSP00000270139', '9606.ENSP00000337383']	[]
P07981143A0633	IL-4	['9606.ENSP00000231449']	[]
P07981246A0112	GTP-binding protein	['9606.ENSP00000354040']	[]
P07981246A0112	c-fos	['9606.ENSP00000306245']	[]
P07982964A1017	ATX	['9606.ENSP00000402515', '9606.ENSP00000259486']	[]
P07982964A1017	PC-1	['9606.ENSP00000498074', '9606.ENSP00000308024', '9606.ENSP00000262304', '9606.ENSP00000301653']	[]
P07983011A0617	fibroblast growth factor	['9606.ENSP00000215530', '9606.ENSP00000311697', '9606.ENSP00000168712', '9606.ENSP00000228837', '9606.ENSP00000267843', '9606.ENSP00000321797', '9606.ENSP00000264664', '9606.ENSP00000274625', '9606.ENSP00000352414', '9606.ENSP00000371790', '9606.ENSP00000180166', '9606.ENSP00000334122', '9606.ENSP00000399324']	[]
P07983011A0617	src	['9606.ENSP00000362680']	[]
P07988559A0836	RBP-J kappa	['9606.ENSP00000345206']	[]
P07991582A1023b	CEG1	['9606.ENSP00000353013']	[]
P07994021A1223	PECAM-1	['9606.ENSP00000457421']	[]
P07997174A0936	NifL	['9606.ENSP00000273179']	[]
P07999066A0238	IL-2	['9606.ENSP00000226730']	[]
P07999982A0086	FRDA	['9606.ENSP00000419243']	[]
P08001136T0000	TFIIH	['9606.ENSP00000265963', '9606.ENSP00000476100', '9606.ENSP00000375809', '9606.ENSP00000285398', '9606.ENSP00000445162', '9606.ENSP00000259895', '9606.ENSP00000274400']	[]
P08001792A0284	git1	['9606.ENSP00000378338']	[]
P08003700T0000	atp6	['9606.ENSP00000354632']	[]
P08005230A0222	c-fos	['9606.ENSP00000306245']	[]
P08005438A1185	srn1	['9606.ENSP00000356587']	[]
P08007975A0000	IPL1	['4932.YPL209C', '9606.ENSP00000313950']	[]
P08013457A0342	Src	['9606.ENSP00000362680']	[]
P08013457A0342	tyrosine kinase receptor	['9606.ENSP00000431418']	[]
P08016102A1238	AP-2	['9606.ENSP00000370532', '9606.ENSP00000256104', '9606.ENSP00000501092']	[]
P08016102A1238	HO-1	['9606.ENSP00000216117']	[]
P08020962A1226	MER	['9606.ENSP00000295408', '9606.ENSP00000380281']	[]
P08021177A0000	fes	['9606.ENSP00000331504']	[]
P08021225A0000	dihydrolipoamide dehydrogenase	['9606.ENSP00000205402']	[]
P08023662T0000	prothrombin	['9606.ENSP00000308541']	[]
P08023662T0000	thromboplastin	['9606.ENSP00000334145']	[]
P08034318A0724	NF-1	['9606.ENSP00000351015']	[]
P08034741A0000	myr 4	['9606.ENSP00000324527', '10116.ENSRNOP00000004609']	[]
P08034741A0000	myosin	['9606.ENSP00000493594']	[]
P08034741A0000	brush border myosin I	['10116.ENSRNOP00000005575', '9606.ENSP00000393392']	[]
P08035796A0890	eIF-2 alpha	['9606.ENSP00000256383']	[]
P08037338A0000	erythropoietin	['9606.ENSP00000252723']	[]
P08039422A0000	NGFB	['10090.ENSMUSP00000102538', '9606.ENSP00000358525']	[]
P08039422A0000	nerve growth factor	['10090.ENSMUSP00000102538', '9606.ENSP00000358525']	[]
P08040336A0435	albumin	['9606.ENSP00000295897']	[]
P08041793A0242	COX5b	['9606.ENSP00000258424']	[]
P08044794A0000	p53	['9606.ENSP00000269305']	[]
P08044802A0462	p53	['9606.ENSP00000269305']	[]
P08048916A0000	IGF I	['9606.ENSP00000376637']	[]
P08048916A0000	insulin	['9606.ENSP00000380432']	[]
P08049444A0351	SATB1	['9606.ENSP00000399518']	[]
P08049521T0000	src	['9606.ENSP00000362680']	[]
P08051102A0532	rAC	['9606.ENSP00000451828']	[]
P08051102A0532	myosin	['9606.ENSP00000493594']	[]
P08057421A1583	CBF1	['9606.ENSP00000345206']	[]
P08057421A1583	LMP-1	['9606.ENSP00000348099']	[]
P08058326A0463	tal-1	['10090.ENSMUSP00000030489', '9606.ENSP00000294339']	[]
P08062824A0626	FKBP-12	['9606.ENSP00000383003']	[]
P08063766A0595	lamin B	['9606.ENSP00000261366', '9606.ENSP00000327054']	[]
P08063775T0000	parathyroid hormone-related protein	['9606.ENSP00000441765']	[]
P08063775T0000	PTHrP	['9606.ENSP00000441765']	[]
P08063836A0904	c-myc	['9606.ENSP00000478887']	[]
P08063836A0904	c-Abl	['9606.ENSP00000361423']	[]
P08065331A0279	E2A	['9606.ENSP00000262965']	[]
P08065331A0279	HLF	['9606.ENSP00000226067', '9606.ENSP00000263734']	[]
P08065338T0000	Oct-2	['9606.ENSP00000431603', '9606.ENSP00000355920']	[]
P08065365A0000	snRNP	['9606.ENSP00000364813']	[]
P08065901A0997	ZFP	['9606.ENSP00000273320']	[]
P08067607A0568	CRP	['9606.ENSP00000255030', '9606.ENSP00000356275']	[]
P08070393A0631	EGF	['9606.ENSP00000265171']	[]
P08070654A0574	calmodulin	['9606.ENSP00000419081', '9606.ENSP00000315299', '9606.ENSP00000304643', '9606.ENSP00000369689', '9606.ENSP00000291295']	[]
P08072547A0690	c-Jun	['9606.ENSP00000360266']	[]
P08072547A1009	c-Fos	['9606.ENSP00000306245']	[]
P08072547A1009	c-Jun	['9606.ENSP00000360266']	[]
P08072547T0000	H-Ras	['9606.ENSP00000407586']	[]
P08072547T0000	c-Fos	['9606.ENSP00000306245']	[]
P08076631A0000	osteocalcin	['9606.ENSP00000357255']	[]
P08077236A0243	Epo	['9606.ENSP00000252723', '9606.ENSP00000218388', '9606.ENSP00000225371']	[]
P08083220A0988	serum response factor	['9606.ENSP00000265354']	[]
P08083220A0988	c-fos	['9606.ENSP00000306245']	[]
P08086450A0467	hATP1	['9606.ENSP00000381736', '9606.ENSP00000296149']	[]
P08086450A0467	GCF	['9606.ENSP00000318690', '9606.ENSP00000218006', '9913.ENSBTAP00000036727']	[]
P08086450A0467	Sp1	['9606.ENSP00000329357', '9913.ENSBTAP00000003929', '9606.ENSP00000308970', '9606.ENSP00000323155']	[]
P08086450A0467	AP-2	['9606.ENSP00000370532', '9606.ENSP00000256104', '9913.ENSBTAP00000073737', '9606.ENSP00000501092']	[]
P08088513A0419	Prp16	['4932.YKR086W', '9606.ENSP00000268482']	[]
P08088777A0754	Ak1	['9606.ENSP00000223836']	[]
P08088777A0754	Gsn	['9606.ENSP00000362924']	[]
P08088777A0754	Epb7	['9606.ENSP00000286713']	[]
P08088777A0754	Pbx3	['9606.ENSP00000362588']	[]
P08088777A0754	Grp78	['9606.ENSP00000324173']	[]
P08088777A0754	Fpgs	['9606.ENSP00000362344']	[]
P08088777A0754	Notch1	['9606.ENSP00000498587']	[]
P08088777A0754	Rxra	['9606.ENSP00000419692']	[]
P08088777A0754	Dbh	['9606.ENSP00000376776']	[]
P08088777A0754	Ab l	['9606.ENSP00000361423', '9606.ENSP00000427679']	[]
P08088777A0754	Col5a1	['9606.ENSP00000360882']	[]
P08088818A1053	RAD52	['9606.ENSP00000351284']	[]
P08091665T0000	TNF	['9606.ENSP00000398698']	[]
P08093450A0688	NRF-1	['9606.ENSP00000342351', '9606.ENSP00000354855']	[]
P08093616A1214	DREF	['9606.ENSP00000370621']	[]
